age,income,tenure_months,purchase_frequency,avg_order_value,discount_used,support_tickets,sessions_per_month,income_thousands,sessions_duplicate,loyalty_score,noise_feature,churn
19,65431.071188803646,17.42969126903033,7.2661509411794025,50.15376027455453,0.30692020042296414,0,15.594484778878364,66.16006117040261,15.040200201048682,14.729042301872672,-0.1601228507933885,0
50,41640.301584955596,19.07779771433309,5.705618604342575,74.87923568484646,0.4136127015173542,1,23.07116196864395,39.642089509619055,22.478188954737977,23.263301740174352,-0.19454352283978163,0
37,31738.613237224225,120.0,5.841232587417432,76.08023946129492,0.20254445517054748,2,29.277617779267906,32.646882108947594,30.559679698196703,50.741627525370404,0.09928109187646775,1
48,68593.47558797053,108.530197628872,5.26903692373542,25.800974652722303,0.294685497350008,3,21.413405676027203,68.4426718177165,22.904781544800777,40.581079971070935,-0.36221390857498936,0
30,73910.46242559941,54.85957634049208,6.54112160590135,90.37306161166165,0.5933232213620663,6,16.737234215509606,72.72507819410876,17.189306621722384,22.25392765872637,-0.822139637178093,0
24,68148.73910189833,33.513179182799995,6.831272283945567,45.73611095996294,0.29981278713162984,3,26.58543682314696,70.20577145189517,27.754429809187474,28.23522400968005,-0.6297798430323548,0
46,56635.989170750385,35.745952919253796,9.039677670001907,49.05823497295252,0.5538642350262513,4,5.238456611907651,59.48563558699274,4.7097074235231515,13.63026977342943,0.5036413732745162,0
23,55022.51899508131,63.96777722543224,6.81289617079918,68.14839511674543,0.35443301439192726,4,14.130393246046276,53.98561986752924,14.11039507769751,23.424976832108413,0.24205709016149354,1
23,84336.15780049923,27.433458155788262,11.219461688977752,61.77357937100019,0.2136867835701692,4,16.52612458532813,81.38679478059183,15.814546228967657,27.892148243895335,-1.829708909028698,1
48,69428.3546970745,47.13610284320526,10.436794961911474,89.24396660549999,0.2544405365553089,1,10.075206379613594,70.63616020951677,9.57658072071213,23.699594377708166,-1.481687343488066,0
48,38754.19652865618,38.95787698309413,7.607991772494112,82.60365101267425,0.030406226243310297,2,3.2262210517834937,36.28406867783293,4.909024514843205,27.88418343605048,-0.8256405448812362,0
58,35725.937734888736,37.23376019467721,4.351370893692957,79.57069984294723,0.23169037606491455,2,16.81103534153348,37.054949921000556,17.75458644456855,28.367537540494943,-0.07057003253289312,1
38,66268.70300753064,115.29044488868568,8.058727377842139,55.01535239537664,0.4542717588487971,1,12.541700130432883,64.95939058876853,11.213526593047225,45.76234681705008,-0.4977381888012881,0
27,68184.8674108034,47.53978929320793,8.617314814406555,94.56737154198365,0.3229888265332646,2,18.80422295429748,68.43327750581125,17.93134823991828,29.291094844354568,-0.6079074347629777,0
27,44061.1987063555,52.88987900305779,10.047720574504254,35.32457696513974,0.2973368881832557,1,29.64188812382661,43.378636620968976,29.34336845722135,36.72765138879162,-0.8260850623125802,1
28,41453.30170299657,110.05752937111768,10.224636646055554,51.49725500624421,0.3692236953992021,2,17.769283196790266,40.66359536246144,17.352453281931243,44.071953644877716,-2.326458113729044,1
23,72391.89515441324,40.59863644958147,9.52991930424685,38.96549789895117,0.31253959203320536,0,6.932317505482992,72.01464890309467,7.013805474125895,25.280471312251642,0.5179363773834768,0
51,49415.034624670705,43.219716610376395,9.390990318716526,82.12119815373204,0.39465166034439264,1,21.736162518875332,49.3712115641388,22.94638598532749,37.166627668711094,0.8955615680614322,1
53,70068.6700845673,36.59822692895748,10.277130660278964,61.37619315782024,0.34050950652239576,1,17.86244653464937,71.86775029516431,18.064752575591253,21.37866905614178,-0.9994358248074913,1
40,35249.20444222734,44.28572991846297,13.392853377844565,74.06106417559221,0.28240939727940545,4,15.720628483868364,36.27840347830705,14.114216398969344,28.86546152380846,-0.6327790403917638,0
50,37355.89082557239,12.46366929152784,8.368951751263367,34.755260939145074,0.33682666197909006,1,24.873366719179206,36.86112753546188,23.32908022358731,16.992547979517717,0.6130278192709003,0
37,24398.91944416676,74.0206394377395,6.949445232221399,91.08060520397088,0.6946139432005107,2,7.3443340041116105,23.86449210878948,6.976356815323849,29.242342187011513,0.20791376776548845,1
52,54514.09009352746,72.48809537837883,13.529492211113823,53.130101772724146,0.3771878849812651,2,18.981960908514328,55.851420942092034,21.648090444648734,40.80140892902108,1.0282330316060841,1
34,47859.39664327149,66.56668960593831,10.09582554570595,85.05255315823118,0.32996678346665803,4,25.759723417591818,48.48279427895218,26.509328096890172,43.27987067577398,1.17329554319518,0
40,24957.236318952862,49.80734448813777,5.553411953506215,81.43118840791492,0.2845020004156168,1,22.570118963374448,26.291995059692788,22.90508973097889,29.21829119383949,-0.38982300033038564,0
21,57858.03979655252,96.09980038904474,8.14068840534964,54.61244434209708,0.36062482957066655,4,22.38057496269488,57.987463953116155,22.12210945361377,43.757462063747326,-0.16910062799515138,1
26,45582.92222756015,13.758934305024518,6.587368165980932,55.55492369192483,0.42422394765751315,2,33.936847594763115,45.399736450872155,34.110371588935706,14.109101890582656,-1.2892314798264704,0
39,51082.9314452527,76.10627336356927,12.210240327887913,62.437545381143885,0.7369968468814515,1,23.51247669249158,52.90112655152601,23.437428410078965,40.42243359671353,1.4361556884239537,0
25,80148.19327564345,62.74172963679636,5.4800972319943355,82.54666965846887,0.0,0,13.39231938165457,80.37969192844042,12.909964305798535,35.033468617443205,0.7395291785118189,1
32,72447.70693221857,60.389682543428975,6.333047102613575,47.24419389634528,0.4503582688478423,1,17.001540757004438,72.63385404922268,16.922913644532102,30.395099692818373,-0.9288705698043462,1
18,63904.995149493676,116.97859081907256,4.9718227235401615,30.453536335198166,0.3311387006434029,0,20.95707339106697,63.680457325817095,19.428763163964053,26.916707459862593,-0.15258697789602735,0
36,49116.002589580865,23.75442002071778,3.2677975890064968,91.8753080128148,0.28770595116085396,1,25.474703862273955,49.14502071282346,27.188616851809734,20.53551442333761,-1.2608959480646056,1
24,33706.73185712451,46.890059528037824,10.488399905522561,85.10566933968897,0.7233340545841781,3,30.05311367744006,33.323419691760314,29.89439437037779,22.810465537505664,2.3754761114289273,0
43,43267.52527388182,105.78133097535358,1.1928127755722544,25.94299364037206,0.15089167982187485,2,19.132499671106192,43.075521447556575,18.174958923956115,37.05123463089777,-1.0038359911094954,0
33,48307.77244828404,120.0,9.747525828515126,58.62147293526749,0.4087393259941621,0,21.223473538956586,47.05996097040972,21.958165919730774,51.65920844315193,-1.1659187646974296,1
50,77589.21608966032,62.54797751016495,6.782127260355937,63.73915478991824,0.48861379235924707,3,26.350084441568107,78.33906136051655,26.676088786205312,28.876338695645618,-0.8608404679993651,1
21,38433.47278262432,120.0,11.42741243611096,70.26665119976823,0.8365320355368557,3,25.902631360821545,37.94758361970554,26.98599638642326,66.1510919992927,-0.6743017285206397,1
47,45261.99885984331,16.665492934382907,7.506858499962869,54.37690870729947,0.3235545747041335,0,24.888463211660973,44.04504133710417,25.5566865438745,30.71182021883517,-1.260566439160286,0
20,54847.84058493701,35.037947314682945,12.03741633297122,76.59350992004494,0.46553386557464854,2,15.323816346096846,54.583783913668185,15.247665781390877,16.916608241201182,-0.6767000052825879,1
